index_right,gu_name,grid_id,driving_pop,fast_count,slow_count,total_output_kw,total_active_count,pop_per_charger,poi_count,exclude,log_pop_per_charger,s_pop_per_charger,s_poi,s_capacity_lack,s_population,s_poi_spatial,cluster,fast_score,slow_score
17,성북구,NE_GRID_0013,1489,2,0,200,2,496.3333333,5,0,6.209260492,0.803818897,0.265448553,0.797158064,0.880355699,0.223338991,2,0.510209881,0.817663454
17,성북구,NE_GRID_0032,984,0,0,0,0,984,5,0,6.892641641,0.916293524,0.265448553,1,0.472109943,0.257573909,2,0.552860906,0.656191601
17,성북구,NE_GRID_0043,968,0,0,0,0,968,0,0,6.876264612,0.913598102,0,1,0.459175424,0,2,0.405678392,0.635266104
17,성북구,NE_GRID_0045,1380,0,0,0,0,1380,0,0,7.230563153,0.971910504,0,1,0.792239289,0,2,0.433994065,0.83011371
17,성북구,NE_GRID_0056,744,0,0,0,0,744,0,0,6.613384218,0.870331802,0,1,0.278092158,0.017117459,2,0.387970968,0.527017047
17,성북구,NE_GRID_0057,698,0,0,0,0,698,2,0,6.549650742,0.859842196,0.162759035,1,0.240905416,0.180139333,2,0.473531179,0.51260437
17,성북구,NE_GRID_0058,938,0,0,0,0,938,15,0,6.844815479,0.908422031,0.410758072,1,0.434923201,0.390632095,2,0.629347506,0.64143007
17,성북구,NE_GRID_0059,771,0,5,27,5,128.5,5,0,4.863680881,0.582356006,0.265448553,0.669179052,0.299919159,0.294456022,2,0.411299674,0.428534977
17,성북구,NE_GRID_0060,1380,0,0,0,0,1380,5,0,7.230563153,0.971910504,0.265448553,1,0.792239289,0.251256364,2,0.579990769,0.843386137
17,성북구,NE_GRID_0070,651,0,0,0,0,651,0,0,6.480044562,0.848386028,0,1,0.202910267,0,2,0.379822719,0.481277852
17,성북구,NE_GRID_0082,651,0,0,0,0,651,0,0,6.480044562,0.848386028,0,1,0.202910267,0.045877254,2,0.379822719,0.481277852
17,성북구,NE_GRID_0083,660,0,0,0,0,660,18,0,6.49375384,0.850642376,0.436217629,1,0.210185934,0.424879133,2,0.620557468,0.50754162
17,성북구,NE_GRID_0084,912,3,0,250,3,228,40,0,5.433722004,0.676176508,0.550164433,0.744041975,0.413904608,0.546127645,0,0.607329365,0.539199453
17,성북구,NE_GRID_0085,1315,0,0,0,0,1315,10,0,7.182352112,0.963975666,0.355247365,1,0.739692805,0.398947711,2,0.625165824,0.817388544
17,성북구,NE_GRID_0086,651,0,0,0,0,651,14,0,6.480044562,0.848386028,0.401196712,1,0.202910267,0.374914239,2,0.600480911,0.501337688
17,성북구,NE_GRID_0089,1380,0,0,0,0,1380,14,0,7.230563153,0.971910504,0.401196712,1,0.792239289,0.384989326,2,0.654652257,0.850173545
17,성북구,NE_GRID_0090,651,0,0,0,0,651,6,0,6.480044562,0.848386028,0.288285924,1,0.202910267,0.284747628,2,0.538379977,0.495692149
17,성북구,NE_GRID_0096,895,0,0,0,0,895,0,0,6.797940413,0.900707075,0,1,0.400161681,0.017117459,2,0.400149499,0.60023034
17,성북구,NE_GRID_0111,984,0,0,0,0,984,0,0,6.892641641,0.916293524,0,1,0.472109943,0.037361565,2,0.406864202,0.642919173
17,성북구,NE_GRID_0112,838,0,0,0,0,838,10,0,6.732210706,0.889888918,0.355247365,1,0.354082458,0.36369201,2,0.591067957,0.590485504
17,성북구,NE_GRID_0113,744,0,0,0,0,744,63,0,6.613384218,0.870331802,0.616137108,1,0.278092158,0.595721891,0,0.726846378,0.557823903
17,성북구,NE_GRID_0114,912,0,0,0,0,912,12,0,6.816735881,0.903800536,0.379996371,1,0.413904608,0.418749864,2,0.610453342,0.62740746
17,성북구,NE_GRID_0115,984,0,0,0,0,984,8,0,6.892641641,0.916293524,0.32551807,1,0.472109943,0.330961242,2,0.58589914,0.659195077
17,성북구,NE_GRID_0117,1315,0,0,0,0,1315,7,0,7.182352112,0.963975666,0.308068554,1,0.739692805,0.308715149,2,0.599217478,0.815029604
17,성북구,NE_GRID_0118,685,2,0,200,2,228.3333333,7,0,5.435176549,0.676415906,0.308068554,0.797158064,0.23039612,0.350200885,2,0.475672305,0.436836088
17,성북구,NE_GRID_0121,744,1,0,100,1,372,8,0,5.92157842,0.7564706,0.32551807,0.872020988,0.278092158,0.284679265,2,0.518637864,0.494924908
17,성북구,NE_GRID_0124,651,0,0,0,0,651,0,0,6.480044562,0.848386028,0,1,0.202910267,0,2,0.379822719,0.481277852
17,성북구,NE_GRID_0126,938,0,0,0,0,938,0,0,6.844815479,0.908422031,0,1,0.434923201,0,2,0.403430566,0.620892167
17,성북구,NE_GRID_0144,968,0,0,0,0,968,0,0,6.876264612,0.913598102,0,1,0.459175424,0.046676454,2,0.405678392,0.635266104
17,성북구,NE_GRID_0145,838,0,0,0,0,838,19,0,6.732210706,0.889888918,0.443816713,1,0.354082458,0.445924907,2,0.639781099,0.594913971
17,성북구,NE_GRID_0146,896,0,0,0,0,896,104,0,6.799055862,0.900890662,0.689482636,1,0.400970089,0.66101759,0,0.779442087,0.635185813
17,성북구,NE_GRID_0147,896,0,0,0,0,896,8,0,6.799055862,0.900890662,0.32551807,1,0.400970089,0.346392627,2,0.579261575,0.616987585
17,성북구,NE_GRID_0148,1380,0,2,240,2,460,0,0,6.133398043,0.791333038,0,0.797158064,0.792239289,0.051352378,2,0.357310185,0.753429829
17,성북구,NE_GRID_0150,588,4,3,967,7,73.5,45,0,4.310799125,0.491359687,0.567211915,0.616062963,0.151980598,0.553310826,1,0.541050113,0.333434455
17,성북구,NE_GRID_0151,685,0,20,92,20,32.61904762,43,0,3.5150928,0.360397965,0.560626401,0.437875554,0.23039612,0.559262525,1,0.47951903,0.31440389
17,성북구,NE_GRID_0152,968,0,10,3000,10,88,5,0,4.48863637,0.520629119,0.265448553,0.557265358,0.459175424,0.310217759,2,0.384534371,0.481397806
17,성북구,NE_GRID_0153,968,0,0,0,0,968,5,0,6.876264612,0.913598102,0.265448553,1,0.459175424,0.305735389,2,0.551675096,0.648538531
17,성북구,NE_GRID_0154,660,32,6,3896,38,16.92307692,32,0,2.886089096,0.256873078,0.518006401,0.323579444,0.210185934,0.474549488,1,0.411503322,0.257593088
17,성북구,NE_GRID_0156,1315,0,0,0,0,1315,0,0,7.182352112,0.963975666,0,1,0.739692805,0.010799914,2,0.429779773,0.799626176
17,성북구,NE_GRID_0158,647,0,0,0,0,647,0,0,6.473890696,0.847373191,0,1,0.199676637,0,2,0.37945847,0.479296789
17,성북구,NE_GRID_0178,968,0,0,0,0,968,51,0,6.876264612,0.913598102,0.585375407,1,0.459175424,0.567237221,0,0.727634865,0.664534874
17,성북구,NE_GRID_0179,895,0,0,0,0,895,120,0,6.797940413,0.900707075,0.710494731,1,0.400161681,0.722881351,0,0.790921601,0.635755076
17,성북구,NE_GRID_0180,938,0,1,7,1,469,58,0,6.152732695,0.794515241,0.604085779,0.872020988,0.434923201,0.610896838,0,0.687300584,0.602719295
17,성북구,NE_GRID_0181,660,0,0,0,0,660,5,0,6.49375384,0.850642376,0.265448553,1,0.210185934,0.303988492,2,0.526634476,0.499003167
17,성북구,NE_GRID_0184,895,0,0,0,0,895,16,0,6.797940413,0.900707075,0.419739589,1,0.400161681,0.411015095,2,0.631006273,0.621217319
17,성북구,NE_GRID_0185,938,0,8,56,8,104.2222222,40,0,4.656074516,0.548187009,0.550164433,0.594316129,0.434923201,0.541267994,1,0.552837226,0.49521661
17,성북구,NE_GRID_0186,744,0,1,3,1,372,8,0,5.92157842,0.7564706,0.32551807,0.872020988,0.278092158,0.390701848,2,0.518637864,0.494924908
17,성북구,NE_GRID_0187,647,0,0,0,0,647,43,0,6.473890696,0.847373191,0.560626401,1,0.199676637,0.571205013,0,0.687802991,0.507328109
17,성북구,NE_GRID_0188,660,0,17,119,17,36.66666667,65,0,3.62877553,0.379108494,0.620695918,0.466337117,0.210185934,0.591992823,1,0.520981174,0.315726182
17,성북구,NE_GRID_0189,912,0,0,0,0,912,1,0,6.816735881,0.903800536,0.102689518,1,0.413904608,0.162478169,2,0.457934573,0.613542118
17,성북구,NE_GRID_0191,912,0,0,0,0,912,0,0,6.816735881,0.903800536,0,1,0.413904608,0.010799914,2,0.401455338,0.608407642
17,성북구,NE_GRID_0212,984,0,0,0,0,984,0,0,6.892641641,0.916293524,0,1,0.472109943,0.087795561,2,0.406864202,0.642919173
17,성북구,NE_GRID_0213,651,2,0,200,2,217,279,0,5.384495063,0.668074468,0.834792154,0.797158064,0.202910267,0.7754603,0,0.762327704,0.446386761
17,성북구,NE_GRID_0214,1380,0,0,0,0,1380,108,0,7.230563153,0.971910504,0.695021586,1,0.792239289,0.700479428,0,0.816255938,0.864864789
17,성북구,NE_GRID_0215,912,0,0,0,0,912,5,0,6.816735881,0.903800536,0.265448553,1,0.413904608,0.330669721,2,0.547452042,0.621680069
17,성북구,NE_GRID_0216,895,0,0,0,0,895,8,0,6.797940413,0.900707075,0.32551807,1,0.400161681,0.339158289,2,0.579184438,0.616506243
17,성북구,NE_GRID_0219,651,0,0,0,0,651,12,0,6.480044562,0.848386028,0.379996371,1,0.202910267,0.409197094,2,0.588820723,0.500277671
17,성북구,NE_GRID_0220,895,0,0,0,0,895,103,0,6.797940413,0.900707075,0.688064925,1,0.400161681,0.67079686,0,0.778585208,0.634633586
17,성북구,NE_GRID_0221,1380,1,0,50,1,690,27,0,6.538139824,0.857947665,0.49366496,0.872020988,0.792239289,0.539635373,0,0.657121423,0.806408588
17,성북구,NE_GRID_0222,651,0,5,35,5,108.5,27,0,4.695924549,0.554745747,0.49366496,0.669179052,0.202910267,0.495188571,1,0.526446201,0.381068855
17,성북구,NE_GRID_0223,968,0,29,95,29,32.26666667,5,0,3.504555895,0.358663744,0.265448553,0.372020988,0.459175424,0.286057927,1,0.315092422,0.411955857
17,성북구,NE_GRID_0224,938,0,0,0,0,938,1,0,6.844815479,0.908422031,0.102689518,1,0.434923201,0.125116604,2,0.459909801,0.626026643
16,강북구,NE_GRID_0232,701,0,0,0,0,701,5,0,6.553933404,0.86054706,0.265448553,1,0.243330639,0.298693017,2,0.530272648,0.519213691
16,강북구,NE_GRID_0233,628,0,0,0,0,628,41,0,6.444131257,0.842475219,0.553734477,1,0.184316896,0.510927368,0,0.682264851,0.49755606
17,성북구,NE_GRID_0246,647,0,0,0,0,647,0,0,6.473890696,0.847373191,0,1,0.199676637,0.05015325,2,0.37945847,0.479296789
17,성북구,NE_GRID_0247,651,0,0,0,0,651,24,0,6.480044562,0.848386028,0.476875354,1,0.202910267,0.468075572,2,0.642104164,0.50512162
17,성북구,NE_GRID_0248,896,0,6,42,6,128,72,0,4.859812404,0.581719311,0.6356301,0.64071749,0.400970089,0.678106772,1,0.61413242,0.496802414
17,성북구,NE_GRID_0249,588,0,0,0,0,588,394,0,6.378426184,0.831661116,0.885769883,1,0.151980598,0.886436871,0,0.861104689,0.494210046
17,성북구,NE_GRID_0250,968,0,6,0,6,138.2857143,117,0,4.936527322,0.594345474,0.706775297,0.64071749,0.459175424,0.718131759,1,0.658697777,0.534897841
17,성북구,NE_GRID_0251,744,0,9,0,9,74.4,6,0,4.322807275,0.493336055,0.288285924,0.574862923,0.278092158,0.352762039,1,0.386101662,0.381004779
17,성북구,NE_GRID_0252,1315,1,0,50,1,657.5,9,0,6.489964521,0.850018709,0.341127195,0.872020988,0.739692805,0.36236634,2,0.569012537,0.768295342
17,성북구,NE_GRID_0253,651,0,7,49,7,81.375,17,0,4.411281993,0.50789771,0.428207588,0.616062963,0.202910267,0.437274312,1,0.470451821,0.357803161
17,성북구,NE_GRID_0254,912,0,33,144,33,26.82352941,13,0,3.325882044,0.329256619,0.390975442,0.34891153,0.413904608,0.435249401,1,0.371365353,0.382829936
17,성북구,NE_GRID_0255,912,1,8,268,9,91.2,50,0,4.523960131,0.526442898,0.582498624,0.574862923,0.413904608,0.62064439,1,0.561330638,0.47703363
17,성북구,NE_GRID_0256,771,0,0,0,0,771,310,0,6.64898455,0.8761911,0.850348359,1,0.299919159,0.858303548,0,0.857925775,0.582711175
17,성북구,NE_GRID_0257,1315,0,0,0,0,1315,187,0,7.182352112,0.963975666,0.775777088,1,0.739692805,0.795647818,0,0.856457172,0.83841503
17,성북구,NE_GRID_0258,647,0,30,142,30,20.87096774,30,0,3.085160083,0.289637275,0.508744031,0.365966849,0.199676637,0.566305252,1,0.420913874,0.266380177
17,성북구,NE_GRID_0259,698,0,0,0,0,698,37,0,6.549650742,0.859842196,0.538907147,1,0.240905416,0.56359941,0,0.680412641,0.531411775
16,강북구,NE_GRID_0260,628,0,0,0,0,628,37,0,6.444131257,0.842475219,0.538907147,1,0.184316896,0.527211973,0,0.674109819,0.496814694
17,성북구,NE_GRID_0261,938,0,0,0,0,938,2,0,6.844815479,0.908422031,0.162759035,1,0.434923201,0.210734303,2,0.492948036,0.629030119
16,강북구,NE_GRID_0262,1017,0,0,0,0,1017,2,0,6.925595197,0.921717201,0.162759035,1,0.498787389,0.154057134,2,0.498800279,0.666814456
16,강북구,NE_GRID_0264,628,0,0,0,0,628,1,0,6.444131257,0.842475219,0.102689518,1,0.184316896,0.086399316,2,0.434190124,0.475003813
16,강북구,NE_GRID_0267,1161,0,0,0,0,1161,13,0,7.057897937,0.943492313,0.390975442,1,0.61519806,0.386034751,2,0.634494859,0.746606168
16,강북구,NE_GRID_0268,875,0,0,0,0,875,12,0,6.775366091,0.896991669,0.379996371,1,0.383993533,0.399551855,2,0.607596015,0.609594596
16,강북구,NE_GRID_0269,600,0,0,0,0,600,11,0,6.398594935,0.8349806,0.368138071,1,0.161681487,0.413496652,2,0.577556133,0.474327841
16,강북구,NE_GRID_0270,819,0,1,3,1,409.5,59,0,6.017375929,0.77223748,0.606575748,0.872020988,0.338722716,0.604012756,0,0.679404491,0.545477975
16,강북구,NE_GRID_0271,937,0,0,0,0,937,33,0,6.843749949,0.90824666,0.522429107,1,0.434114794,0.50334722,0,0.690691081,0.646533924
16,강북구,NE_GRID_0275,1017,0,0,0,0,1017,13,0,6.925595197,0.921717201,0.390975442,1,0.498787389,0.377114339,2,0.624319303,0.678225276
16,강북구,NE_GRID_0276,986,0,0,0,0,986,21,0,6.894670039,0.916627369,0.457936883,1,0.473726758,0.448010776,2,0.658877097,0.666772035
21,성동구,NE_GRID_0283,400,0,0,0,0,400,0,0,5.993961427,0.768383793,0,1,0,0.072061623,2,0.353676759,0.353676759
21,성동구,NE_GRID_0284,658,0,8,52,8,73.11111111,101,0,4.305565469,0.490498303,0.685188142,0.594316129,0.208569119,0.649153948,1,0.60424482,0.365935309
21,성동구,NE_GRID_0285,561,0,1,3,1,280.5,105,0,5.640132448,0.710148674,0.690886908,0.872020988,0.130153597,0.70782837,0,0.702929412,0.422562756
21,성동구,NE_GRID_0286,410,0,0,0,0,410,32,0,6.018593214,0.772437828,0.518006401,1,0.008084074,0.508493165,0,0.63979529,0.384834126
17,성북구,NE_GRID_0287,771,0,0,0,0,771,0,0,6.64898455,0.8761911,0,1,0.299919159,0.054479025,2,0.390234178,0.540193757
17,성북구,NE_GRID_0288,744,0,0,0,0,744,0,0,6.613384218,0.870331802,0,1,0.278092158,0.045877254,2,0.387970968,0.527017047
17,성북구,NE_GRID_0289,895,0,13,70,13,63.92857143,18,0,4.173287765,0.468727312,0.436217629,0.512738477,0.400161681,0.433652692,1,0.456220938,0.438192964
17,성북구,NE_GRID_0290,896,1,47,379,48,18.28571429,71,0,2.959364629,0.268933168,0.633586624,0.281434979,0.400970089,0.653805921,1,0.478594777,0.36228651
17,성북구,NE_GRID_0291,1315,1,24,218,25,50.57692308,121,0,3.943074345,0.430837521,0.711714076,0.398442367,0.739692805,0.748459172,1,0.59428336,0.608272724
17,성북구,NE_GRID_0292,895,0,20,79,20,42.61904762,205,0,3.775493927,0.403256215,0.789323034,0.437875554,0.400161681,0.792959327,1,0.622362107,0.42778143
17,성북구,NE_GRID_0293,838,0,114,681,114,7.286956522,31,0,2.114682775,0.129910784,0.51344759,0.123920944,0.354082458,0.589342082,1,0.350866643,0.271184077
17,성북구,NE_GRID_0294,1489,0,26,93,26,55.14814815,117,0,4.0279937,0.444814016,0.706775297,0.391474193,0.880355699,0.704489968,1,0.60000184,0.686792041
17,성북구,NE_GRID_0295,698,0,25,189,25,26.84615385,35,0,3.326694854,0.329390396,0.530897106,0.398442367,0.240905416,0.603717966,1,0.449605232,0.304609387
17,성북구,NE_GRID_0296,744,0,18,126,18,39.15789474,201,0,3.692819052,0.389649129,0.786418046,0.456354432,0.278092158,0.793577832,1,0.615635245,0.361472301
17,성북구,NE_GRID_0297,895,0,9,63,9,89.5,131,0,4.505349851,0.523379915,0.723385436,0.574862923,0.400161681,0.746283022,1,0.637518641,0.475906764
17,성북구,NE_GRID_0298,588,0,0,0,0,588,33,0,6.378426184,0.831661116,0.522429107,1,0.151980598,0.576585325,0,0.661267262,0.476043007
17,성북구,NE_GRID_0299,660,1,3,61,4,132,49,0,4.890349128,0.586745213,0.579564872,0.702841936,0.210185934,0.60352264,1,0.587187406,0.402497937
16,강북구,NE_GRID_0300,937,1,3,61,4,187.4,49,0,5.238567362,0.644056885,0.579564872,0.702841936,0.434114794,0.59525493,0,0.609846184,0.537121145
17,성북구,NE_GRID_0301,568,1,29,132,30,18.32258065,19,0,2.961274394,0.269247487,0.443816713,0.365966849,0.135812449,0.481041247,1,0.377932682,0.22393055
16,강북구,NE_GRID_0302,1017,1,29,132,30,32.80645161,19,0,3.52065166,0.361312873,0.443816713,0.365966849,0.498787389,0.475483901,1,0.414494506,0.441979844
17,성북구,NE_GRID_0303,651,0,84,588,84,7.658823529,34,0,2.158578862,0.137135443,0.5267236,0.179732478,0.202910267,0.545238813,1,0.363217078,0.201310411
16,강북구,NE_GRID_0304,1166,0,84,588,84,13.71764706,34,0,2.689047254,0.224442848,0.5267236,0.179732478,0.619240097,0.571223324,1,0.40149505,0.447753299
16,강북구,NE_GRID_0305,937,0,45,315,45,20.36956522,105,0,3.061967724,0.285820149,0.690886908,0.293099996,0.434114794,0.681718373,1,0.517477568,0.389091511
16,강북구,NE_GRID_0306,875,0,0,0,0,875,17,0,6.775366091,0.896991669,0.428207588,1,0.383993533,0.477974464,2,0.634112184,0.612005156
16,강북구,NE_GRID_0307,797,0,0,0,0,797,17,0,6.682108597,0.881642838,0.428207588,1,0.320937753,0.433230873,2,0.627889629,0.574254711
16,강북구,NE_GRID_0308,819,0,0,0,0,819,5,0,6.70930434,0.886118863,0.265448553,1,0.338722716,0.32187872,2,0.540156613,0.576793694
16,강북구,NE_GRID_0309,1151,16,0,1920,16,67.70588235,30,0,4.229834819,0.478034137,0.508744031,0.476890542,0.607113985,0.522373287,1,0.501149852,0.550334829
16,강북구,NE_GRID_0310,1161,0,0,0,0,1161,70,0,7.057897937,0.943492313,0.631514567,1,0.61519806,0.649879895,0,0.766791377,0.758633124
16,강북구,NE_GRID_0311,701,2,9,263,11,58.41666667,64,0,4.084574771,0.454126439,0.618434048,0.54120004,0.243330639,0.651050011,1,0.551370554,0.36381885
16,강북구,NE_GRID_0312,600,0,1,7,1,300,61,0,5.707110265,0.721172252,0.611433549,0.872020988,0.161681487,0.651232621,0,0.663011174,0.438135143
16,강북구,NE_GRID_0313,701,8,0,800,8,77.88888889,99,0,4.368040393,0.50078077,0.68225439,0.594316129,0.243330639,0.706990456,1,0.606425826,0.386963951
16,강북구,NE_GRID_0314,1166,0,1,7,1,583,81,0,6.369900983,0.830257992,0.652853951,0.872020988,0.619240097,0.688311929,0,0.730487474,0.713680547
16,강북구,NE_GRID_0315,1161,0,0,0,0,1161,74,0,7.057897937,0.943492313,0.639634389,1,0.61519806,0.672339934,0,0.77125728,0.759039115
16,강북구,NE_GRID_0316,1017,0,10,50,10,92.45454545,66,0,4.537475173,0.528667278,0.622923775,0.557265358,0.498787389,0.648458555,1,0.584733973,0.52266578
16,강북구,NE_GRID_0317,819,2,1,103,3,204.75,38,0,5.32666184,0.658555958,0.542755406,0.744041975,0.338722716,0.567203211,0,0.595971196,0.493954851
16,강북구,NE_GRID_0318,797,0,0,0,0,797,17,0,6.682108597,0.881642838,0.428207588,1,0.320937753,0.481914669,2,0.627889629,0.574254711
16,강북구,NE_GRID_0319,937,10,2,1134,12,72.07692308,62,0,4.291512627,0.488185409,0.613803994,0.526421379,0.434114794,0.603661811,1,0.562219294,0.472374694
16,강북구,NE_GRID_0323,937,0,0,0,0,937,0,0,6.843749949,0.90824666,0,1,0.434114794,0,2,0.403355072,0.620412469
16,강북구,NE_GRID_0325,1017,0,0,0,0,1017,0,0,6.925595197,0.921717201,0,1,0.498787389,0,2,0.40928281,0.658676504
16,강북구,NE_GRID_0327,600,0,0,0,0,600,0,0,6.398594935,0.8349806,0,1,0.161681487,0,2,0.375080194,0.455920938
21,성동구,NE_GRID_0333,410,0,0,0,0,410,1,0,6.018593214,0.772437828,0.102689518,1,0.008084074,0.156336683,2,0.411371004,0.364068282
21,성동구,NE_GRID_0334,400,0,11,77,11,33.33333333,88,0,3.5361167,0.363858194,0.664989944,0.54120004,0,0.652134433,1,0.546756116,0.214261144
21,성동구,NE_GRID_0335,658,2,37,443,39,16.45,190,0,2.859339649,0.252470506,0.778122514,0.318904898,0.208569119,0.79438334,1,0.552670919,0.267894222
21,성동구,NE_GRID_0336,640,0,108,500,108,5.871559633,87,0,1.927391101,0.099085291,0.663315919,0.133814454,0.194017785,0.678643342,1,0.421104594,0.186455527
21,성동구,NE_GRID_0337,410,0,3,21,3,102.5,11,0,4.639571613,0.545470871,0.368138071,0.744041975,0.008084074,0.379499615,2,0.460782712,0.280755713
17,성북구,NE_GRID_0338,938,0,0,0,0,938,0,0,6.844815479,0.908422031,0,1,0.434923201,0.072952207,2,0.403430566,0.620892167
17,성북구,NE_GRID_0339,665,0,56,240,56,11.66666667,8,0,2.538973871,0.199742945,0.32551807,0.253512497,0.214227971,0.324643697,1,0.280397425,0.224752376
17,성북구,NE_GRID_0340,665,2,26,394,28,22.93103448,25,0,3.175176131,0.304452611,0.482685889,0.37828039,0.214227971,0.514144321,1,0.412735238,0.278506279
17,성북구,NE_GRID_0341,984,0,0,0,0,984,113,0,6.892641641,0.916293524,0.701666182,1,0.472109943,0.734551985,0,0.792780602,0.678002483
17,성북구,NE_GRID_0342,651,0,6,42,6,93,401,0,4.543294782,0.529625101,0.888372328,0.64071749,0.202910267,0.902064142,1,0.732818812,0.390087781
17,성북구,NE_GRID_0343,1315,1,27,163,28,45.34482759,178,0,3.836109691,0.41323269,0.768509435,0.37828039,0.739692805,0.81475031,1,0.617967446,0.603559131
17,성북구,NE_GRID_0344,568,0,16,42,16,33.41176471,120,0,3.538398503,0.364233746,0.710494731,0.476890542,0.135812449,0.744122863,1,0.565787582,0.278446441
17,성북구,NE_GRID_0345,1489,3,76,636,79,18.6125,66,0,2.976167118,0.271698614,0.622923775,0.190925886,0.880355699,0.675600541,1,0.479150761,0.607866723
17,성북구,NE_GRID_0346,665,0,12,44,12,51.15384615,137,0,3.95419793,0.432668302,0.72997095,0.526421379,0.214227971,0.748721373,1,0.604013357,0.346141868
17,성북구,NE_GRID_0347,744,0,31,217,31,23.25,83,0,3.188416617,0.306631803,0.656423995,0.360104938,0.278092158,0.696744065,1,0.508285153,0.319119235
17,성북구,NE_GRID_0348,651,0,26,182,26,24.11111111,76,0,3.223310422,0.312374817,0.643533289,0.391474193,0.202910267,0.670136545,1,0.504858624,0.284547113
17,성북구,NE_GRID_0349,651,0,2,14,2,217,45,0,5.384495063,0.668074468,0.567211915,0.797158064,0.202910267,0.604566728,0,0.615158573,0.433007749
16,강북구,NE_GRID_0350,701,0,2,14,2,233.6666667,45,0,5.458166067,0.680199647,0.567211915,0.797158064,0.243330639,0.599880682,0,0.619604627,0.457663989
16,강북구,NE_GRID_0351,1017,0,13,91,13,72.64285714,56,0,4.299227154,0.489455109,0.598976664,0.512738477,0.498787389,0.615530723,1,0.554815252,0.504720614
16,강북구,NE_GRID_0352,797,0,37,259,37,20.97368421,27,0,3.089845565,0.290408438,0.49366496,0.32837542,0.320937753,0.541612582,1,0.411319387,0.324955784
16,강북구,NE_GRID_0353,1161,0,8,56,8,129,57,0,4.86753445,0.582990248,0.601553245,0.594316129,0.61519806,0.60819782,1,0.597075463,0.603897871
16,강북구,NE_GRID_0354,875,0,0,0,0,875,24,0,6.775366091,0.896991669,0.476875354,1,0.383993533,0.517996586,0,0.660879455,0.614438545
16,강북구,NE_GRID_0355,797,2,0,200,2,265.6666667,30,0,5.585999439,0.701239166,0.508744031,0.797158064,0.320937753,0.540344712,0,0.595535551,0.501632412
16,강북구,NE_GRID_0356,1161,0,0,0,0,1161,53,0,7.057897937,0.943492313,0.590966624,1,0.61519806,0.627939895,0,0.744490009,0.756605727
16,강북구,NE_GRID_0357,937,12,0,1440,12,72.07692308,141,0,4.291512627,0.488185409,0.734204085,0.526421379,0.434114794,0.749997008,1,0.628439344,0.478394699
16,강북구,NE_GRID_0358,1166,0,0,0,0,1166,89,0,7.062191632,0.944198993,0.666645265,1,0.619240097,0.706188614,0,0.786456699,0.762754115
16,강북구,NE_GRID_0359,830,0,0,0,0,830,78,0,6.722629795,0.888312039,0.647332206,1,0.347615198,0.683414817,0,0.751075881,0.601217377
16,강북구,NE_GRID_0360,819,2,0,100,2,273,81,0,5.613128106,0.705704151,0.652853951,0.797158064,0.338722716,0.699999138,0,0.676578252,0.519512634
16,강북구,NE_GRID_0361,1161,0,0,0,0,1161,200,0,7.057897937,0.943492313,0.78568281,1,0.61519806,0.811212461,0,0.851583911,0.766341536
16,강북구,NE_GRID_0362,986,0,2,10,2,328.6666667,186,0,5.798082043,0.736144887,0.774986954,0.797158064,0.473726758,0.816183034,0,0.756589753,0.605959655
15,도봉구,NE_GRID_0363,1151,0,2,10,2,383.6666667,186,0,5.952377158,0.761539625,0.774986954,0.797158064,0.607113985,0.80499063,0,0.768338062,0.684401577
16,강북구,NE_GRID_0364,875,0,9,63,9,87.5,97,0,4.483002552,0.519701874,0.679261365,0.574862923,0.383993533,0.724450517,1,0.611706387,0.464072471
15,도봉구,NE_GRID_0365,1059,0,9,63,9,105.9,97,0,4.671893818,0.550790637,0.679261365,0.574862923,0.532740501,0.714541187,1,0.625361488,0.552101056
16,강북구,NE_GRID_0366,830,0,16,84,16,48.82352941,98,0,3.908487351,0.425145004,0.680765436,0.476890542,0.347615198,0.715806659,1,0.572208859,0.40563374
15,도봉구,NE_GRID_0367,714,0,16,84,16,42,98,0,3.761200116,0.400903661,0.680765436,0.476890542,0.253839935,0.717606464,1,0.562671827,0.349209077
16,강북구,NE_GRID_0368,797,0,2,14,2,265.6666667,109,0,5.585999439,0.701239166,0.69637456,0.797158064,0.320937753,0.730739426,0,0.698732342,0.511013938
15,도봉구,NE_GRID_0369,1064,0,2,14,2,354.6666667,109,0,5.873993963,0.748638888,0.69637456,0.797158064,0.536782538,0.719460059,0,0.719004525,0.639208514
16,강북구,NE_GRID_0370,1017,0,0,0,0,1017,47,0,6.925595197,0.921717201,0.573517107,1,0.498787389,0.591651581,0,0.724717219,0.68735236
16,강북구,NE_GRID_0371,986,0,0,0,0,986,9,0,6.894670039,0.916627369,0.341127195,1,0.473726758,0.347329431,2,0.594631769,0.66093155
16,강북구,NE_GRID_0374,600,0,0,0,0,600,0,0,6.398594935,0.8349806,0,1,0.161681487,0,2,0.375080194,0.455920938
16,강북구,NE_GRID_0376,797,0,0,0,0,797,0,0,6.682108597,0.881642838,0,1,0.320937753,0,2,0.392375455,0.552844332
21,성동구,NE_GRID_0387,853,4,21,4555,25,32.80769231,61,0,3.52068836,0.361318913,0.611433549,0.398442367,0.366208569,0.591434132,1,0.506551136,0.383938646
