index_right,gu_name,grid_id,driving_pop,fast_count,slow_count,total_output_kw,total_active_count,pop_per_charger,poi_count,exclude,log_pop_per_charger,s_pop_per_charger,s_poi,s_capacity_lack,s_population,s_poi_spatial
19,동대문구,NE_GRID_0689,1340,0,18,126,18,70.52631579,69,0,4.270065435,0.484655513,0.629413118,0.456354432,0.759902991,0.673832212
17,성북구,NE_GRID_0690,685,0,18,126,18,36.05263158,69,0,3.612339377,0.376403342,0.629413118,0.456354432,0.23039612,0.672419728
17,성북구,NE_GRID_0691,938,0,3,13,3,234.5,136,0,5.461710913,0.680783077,0.728893493,0.744041975,0.434923201,0.728978048
17,성북구,NE_GRID_0692,660,2,46,382,48,13.46938776,23,0,2.672035228,0.221642915,0.470827589,0.281434979,0.210185934,0.548395162
17,성북구,NE_GRID_0693,1315,0,1,7,1,657.5,127,0,6.489964521,0.850018709,0.718826626,0.872020988,0.739692805,0.718363867
17,성북구,NE_GRID_0694,588,0,13,79,13,42,60,0,3.761200116,0.400903661,0.609024558,0.512738477,0.151980598,0.667280799
17,성북구,NE_GRID_0695,588,0,20,84,20,28,161,0,3.36729583,0.336072728,0.753725659,0.437875554,0.151980598,0.785724287
17,성북구,NE_GRID_0696,984,0,45,159,45,21.39130435,274,0,3.108672685,0.293507108,0.832122719,0.293099996,0.472109943,0.862096301
17,성북구,NE_GRID_0697,647,0,12,86,12,49.76923077,201,0,3.927290478,0.428239726,0.786418046,0.526421379,0.199676637,0.827249669
17,성북구,NE_GRID_0698,685,0,0,0,0,685,149,0,6.530877628,0.856752413,0.742323907,1,0.23039612,0.785343639
16,강북구,NE_GRID_0699,986,0,0,0,0,986,149,0,6.894670039,0.916627369,0.742323907,1,0.473726758,0.779407066
17,성북구,NE_GRID_0700,698,0,3,21,3,174.5,137,0,5.167639043,0.632383112,0.72997095,0.744041975,0.240905416,0.769013727
16,강북구,NE_GRID_0701,1151,0,3,21,3,287.75,137,0,5.665561262,0.714333888,0.72997095,0.744041975,0.607113985,0.78265439
16,강북구,NE_GRID_0702,1151,1,0,50,1,575.5,359,0,6.35697534,0.828130619,0.872024301,0.872020988,0.607113985,0.894213872
16,강북구,NE_GRID_0703,986,0,1,7,1,493,215,0,6.202535517,0.802712063,0.796345659,0.872020988,0.473726758,0.822366645
16,강북구,NE_GRID_0704,875,0,1,3,1,437.5,48,0,6.083359812,0.783097471,0.576571847,0.872020988,0.383993533,0.641223384
16,강북구,NE_GRID_0705,830,0,22,66,22,36.08695652,103,0,3.613265332,0.37655574,0.688064925,0.421079008,0.347615198,0.721549678
16,강북구,NE_GRID_0706,875,3,0,200,3,218.75,192,0,5.392490537,0.669390407,0.779665753,0.744041975,0.383993533,0.807423464
16,강북구,NE_GRID_0707,819,0,0,0,0,819,159,0,6.70930434,0.886118863,0.751885267,1,0.338722716,0.714607462
16,강북구,NE_GRID_0709,819,0,0,0,0,819,87,0,6.70930434,0.886118863,0.663315919,1,0.338722716,0.634519473
16,강북구,NE_GRID_0710,628,8,32,1352,40,15.31707317,134,0,2.792211993,0.241422268,0.726714782,0.314345786,0.184316896,0.755124039
16,강북구,NE_GRID_0711,628,0,5,21,5,104.6666667,114,0,4.660289485,0.548880732,0.702960074,0.669179052,0.184316896,0.741805365
15,도봉구,NE_GRID_0712,728,0,5,21,5,121.3333333,114,0,4.806749559,0.572985936,0.702960074,0.669179052,0.265157639,0.735659987
16,강북구,NE_GRID_0713,600,0,17,112,17,33.33333333,90,0,3.5361167,0.363858194,0.668282295,0.466337117,0.161681487,0.706483335
15,도봉구,NE_GRID_0714,677,0,17,112,17,37.61111111,90,0,3.653540088,0.383184381,0.668282295,0.466337117,0.22392886,0.716731653
15,도봉구,NE_GRID_0715,1152,0,8,56,8,128,221,0,4.859812404,0.581719311,0.800404808,0.594316129,0.607922393,0.835165236
15,도봉구,NE_GRID_0716,816,2,0,200,2,272,353,0,5.609471795,0.705102375,0.869534332,0.797158064,0.336297494,0.893423838
15,도봉구,NE_GRID_0717,714,0,0,0,0,714,145,0,6.572282543,0.863567062,0.738319618,1,0.253839935,0.767589499
15,도봉구,NE_GRID_0719,1151,0,29,203,29,38.36666667,122,0,3.672919435,0.386373941,0.712923468,0.372020988,0.607113985,0.723242502
15,도봉구,NE_GRID_0720,964,0,17,119,17,53.55555556,80,0,3.99921955,0.440078208,0.651036141,0.466337117,0.455941795,0.706489385
15,도봉구,NE_GRID_0721,847,2,0,150,2,282.3333333,215,0,5.646624061,0.7112171,0.796345659,0.797158064,0.361358124,0.818415674
15,도봉구,NE_GRID_0722,1151,0,0,0,0,1151,168,0,7.049254841,0.942069785,0.759992742,1,0.607113985,0.801149442
15,도봉구,NE_GRID_0723,531,4,0,400,4,106.2,148,0,4.674696249,0.551251877,0.741332935,0.702841936,0.105901374,0.725259912
21,성동구,NE_GRID_0735,400,0,0,0,0,400,0,0,5.993961427,0.768383793,0,1,0,0
21,성동구,NE_GRID_0736,853,0,0,0,0,853,0,0,6.749931194,0.892805454,0,1,0.366208569,0.010799914
21,성동구,NE_GRID_0737,909,0,0,0,0,909,1,0,6.8134446,0.903258839,0.102689518,1,0.411479386,0.11147594
21,성동구,NE_GRID_0738,410,0,0,0,0,410,4,0,6.018593214,0.772437828,0.238437677,1,0.008084074,0.270374307
21,성동구,NE_GRID_0739,640,1,2,64,3,160,43,0,5.081404365,0.618190134,0.560626401,0.744041975,0.194017785,0.545621862
21,성동구,NE_GRID_0740,643,0,224,932,224,2.857777778,22,0,1.350091312,0.004070117,0.464522397,0,0.196443007,0.531047877
21,성동구,NE_GRID_0741,527,0,11,77,11,43.91666667,183,0,3.804808921,0.408081038,0.772590951,0.54120004,0.102667745,0.790421882
21,성동구,NE_GRID_0742,596,0,2,14,2,198.6666667,355,0,5.296649309,0.653616331,0.87036898,0.797158064,0.158447858,0.908175396
21,성동구,NE_GRID_0743,643,1,36,218,37,16.92105263,433,0,2.885976146,0.256854488,0.899719473,0.32837542,0.196443007,0.926071629
21,성동구,NE_GRID_0744,853,1,0,100,1,426.5,144,0,6.057954288,0.77891609,0.737301403,0.872020988,0.366208569,0.792505638
19,동대문구,NE_GRID_0745,708,1,0,100,1,354,144,0,5.872117789,0.748330097,0.737301403,0.872020988,0.248989491,0.777054909
19,동대문구,NE_GRID_0746,1115,4,18,458,22,48.47826087,160,0,3.901533399,0.424000484,0.75280832,0.421079008,0.578011318,0.753122688
19,동대문구,NE_GRID_0747,1319,0,6,42,6,188.4285714,14,0,5.244012022,0.644952997,0.401196712,0.64071749,0.742926435,0.489678155
19,동대문구,NE_GRID_0748,705,2,57,727,59,11.75,107,0,2.545531272,0.200822198,0.693656141,0.244041975,0.246564268,0.720471604
19,동대문구,NE_GRID_0749,1340,6,12,884,18,70.52631579,434,0,4.270065435,0.484655513,0.900060439,0.456354432,0.759902991,0.90930731
19,동대문구,NE_GRID_0750,1562,1,19,107,20,74.38095238,159,0,4.322554622,0.493294472,0.751885267,0.437875554,0.939369442,0.806345636
17,성북구,NE_GRID_0751,1315,1,19,107,20,62.61904762,159,0,4.152912916,0.465373907,0.751885267,0.437875554,0.739692805,0.78912035
19,동대문구,NE_GRID_0752,757,0,0,0,0,757,143,0,6.630683386,0.873178994,0.736276142,1,0.288601455,0.775987386
17,성북구,NE_GRID_0753,1380,0,0,0,0,1380,143,0,7.230563153,0.971910504,0.736276142,1,0.792239289,0.778080104
17,성북구,NE_GRID_0754,771,0,0,0,0,771,182,0,6.64898455,0.8761911,0.771783594,1,0.299919159,0.799299176
17,성북구,NE_GRID_0755,838,0,1,7,1,419,104,0,6.040254711,0.776002996,0.689482636,0.872020988,0.354082458,0.737819125
17,성북구,NE_GRID_0756,651,0,2,14,2,217,135,0,5.384495063,0.668074468,0.727808143,0.797158064,0.202910267,0.766119041
17,성북구,NE_GRID_0757,912,0,0,0,0,912,183,0,6.816735881,0.903800536,0.772590951,1,0.413904608,0.813745699
17,성북구,NE_GRID_0758,912,0,25,115,25,35.07692308,268,0,3.585653411,0.372011219,0.828854579,0.398442367,0.413904608,0.849245004
17,성북구,NE_GRID_0759,1380,1,12,134,13,98.57142857,92,0,4.600875262,0.539102013,0.671503066,0.512738477,0.792239289,0.73288723
17,성북구,NE_GRID_0760,912,2,5,235,7,114,177,0,4.744932128,0.562811684,0.767679462,0.616062963,0.413904608,0.797257888
16,강북구,NE_GRID_0761,600,2,5,235,7,75,177,0,4.33073334,0.49464057,0.767679462,0.616062963,0.161681487,0.802112729
17,성북구,NE_GRID_0762,647,0,74,342,74,8.626666667,126,0,2.264537025,0.154574621,0.717664662,0.202841936,0.199676637,0.760032052
16,강북구,NE_GRID_0763,875,0,74,342,74,11.66666667,126,0,2.538973871,0.199742945,0.717664662,0.202841936,0.383993533,0.761373179
16,강북구,NE_GRID_0764,986,0,2,14,2,328.6666667,193,0,5.798082043,0.736144887,0.780431386,0.797158064,0.473726758,0.804012578
16,강북구,NE_GRID_0765,819,0,40,234,40,19.97560976,100,0,3.043360323,0.282757641,0.683728528,0.314345786,0.338722716,0.704779976
16,강북구,NE_GRID_0766,600,0,120,752,120,4.958677686,20,0,1.784848592,0.075624861,0.451044959,0.114530716,0.161681487,0.473001162
16,강북구,NE_GRID_0769,1151,1,9,113,10,104.6363636,214,0,4.660002665,0.548833526,0.795658189,0.557265358,0.607113985,0.757509897
16,강북구,NE_GRID_0771,1166,2,12,484,14,77.73333333,67,0,4.366066615,0.500455915,0.625118625,0.5,0.619240097,0.641941335
16,강북구,NE_GRID_0772,600,0,5,31,5,100,89,0,4.615120517,0.541446575,0.666645265,0.669179052,0.161681487,0.6967472
15,도봉구,NE_GRID_0773,531,0,5,31,5,88.5,89,0,4.494238625,0.521551169,0.666645265,0.669179052,0.105901374,0.714390333
16,강북구,NE_GRID_0774,1166,0,2,14,2,388.6666667,210,0,5.965291673,0.763665167,0.792875954,0.797158064,0.619240097,0.820596354
15,도봉구,NE_GRID_0775,1152,0,2,14,2,384,210,0,5.953243334,0.761682185,0.792875954,0.797158064,0.607922393,0.829266176
15,도봉구,NE_GRID_0776,972,2,1,107,3,243,156,0,5.497168225,0.686618836,0.749081088,0.744041975,0.462409054,0.79680154
15,도봉구,NE_GRID_0777,816,0,22,150,22,35.47826087,207,0,3.596716491,0.373832041,0.790754443,0.421079008,0.336297494,0.840481212
15,도봉구,NE_GRID_0778,816,0,9,67,9,81.6,485,0,4.414009681,0.508346648,0.916484694,0.574862923,0.336297494,0.938085871
15,도봉구,NE_GRID_0779,1059,0,1,7,1,529.5,216,0,6.273819958,0.814444449,0.797029955,0.872020988,0.532740501,0.845958436
15,도봉구,NE_GRID_0780,677,0,3,21,3,169.25,158,0,5.137267945,0.62738447,0.750956426,0.744041975,0.22392886,0.795113104
15,도봉구,NE_GRID_0781,740,0,6,42,6,105.7142857,163,0,4.670155036,0.550504459,0.755543469,0.64071749,0.274858529,0.792736591
15,도봉구,NE_GRID_0782,1059,0,9,63,9,105.9,149,0,4.671893818,0.550790637,0.742323907,0.574862923,0.532740501,0.788891442
15,도봉구,NE_GRID_0783,531,0,2,14,2,177,231,0,5.18178355,0.634711093,0.806932281,0.797158064,0.105901374,0.849671035
15,도봉구,NE_GRID_0784,816,0,4,12,4,163.2,382,0,5.101085197,0.621429314,0.881199351,0.702841936,0.336297494,0.901253942
15,도봉구,NE_GRID_0785,1064,0,0,0,0,1064,122,0,6.970730078,0.929145748,0.712923468,1,0.536782538,0.692504733
15,도봉구,NE_GRID_0788,972,0,0,0,0,972,6,0,6.880384082,0.914276107,0.288285924,1,0.462409054,0.253353458
21,성동구,NE_GRID_0795,853,0,0,0,0,853,0,0,6.749931194,0.892805454,0,1,0.366208569,0
21,성동구,NE_GRID_0796,573,0,0,0,0,573,0,0,6.352629396,0.827415339,0,1,0.139854487,0.059311544
21,성동구,NE_GRID_0797,909,0,0,0,0,909,44,0,6.8134446,0.903258839,0.563955747,1,0.411479386,0.511853914
21,성동구,NE_GRID_0798,561,0,0,0,0,561,10,0,6.33150185,0.823938052,0.355247365,1,0.130153597,0.379803896
21,성동구,NE_GRID_0799,640,0,24,88,24,25.6,3,0,3.280911216,0.321855073,0.205379036,0.405683871,0.194017785,0.265556014
21,성동구,NE_GRID_0800,582,0,55,229,55,10.39285714,34,0,2.432986593,0.182298976,0.5267236,0.256780452,0.147130154,0.535720249
21,성동구,NE_GRID_0801,1008,0,41,163,41,24,94,0,3.218875825,0.311644947,0.674655305,0.309896542,0.491511722,0.714607746
21,성동구,NE_GRID_0802,577,1,40,242,41,13.73809524,356,0,2.690435654,0.224671358,0.870784548,0.309896542,0.143088116,0.86546214
21,성동구,NE_GRID_0803,577,1,19,167,20,27.47619048,52,0,3.349068316,0.333072743,0.58819739,0.437875554,0.143088116,0.654351114
21,성동구,NE_GRID_0804,1008,0,14,84,14,67.2,77,0,4.222444565,0.476817808,0.645444924,0.5,0.491511722,0.672797306
19,동대문구,NE_GRID_0805,995,0,14,84,14,66.33333333,77,0,4.209655409,0.474712898,0.645444924,0.5,0.481002425,0.702989996
21,성동구,NE_GRID_0806,1008,0,3,21,3,252,367,0,5.533389489,0.692580331,0.875280469,0.744041975,0.491511722,0.896365465
19,동대문구,NE_GRID_0807,1016,0,3,21,3,254,367,0,5.541263545,0.693876287,0.875280469,0.744041975,0.497978981,0.903960856
19,동대문구,NE_GRID_0808,435,0,0,0,0,435,126,0,6.077642243,0.782156442,0.717664662,1,0.02829426,0.778960314
19,동대문구,NE_GRID_0809,995,7,0,700,7,124.375,206,0,4.831309246,0.577028105,0.790040467,0.616062963,0.481002425,0.833658532
19,동대문구,NE_GRID_0810,757,0,8,56,8,84.11111111,402,0,4.443957592,0.51327564,0.888740402,0.594316129,0.288601455,0.923190964
19,동대문구,NE_GRID_0811,1133,0,0,0,0,1133,374,0,7.033506484,0.939477834,0.878072066,1,0.592562652,0.912268787
19,동대문구,NE_GRID_0812,1133,0,0,0,0,1133,169,0,7.033506484,0.939477834,0.760866784,1,0.592562652,0.812534428
17,성북구,NE_GRID_0813,1315,0,0,0,0,1315,169,0,7.182352112,0.963975666,0.760866784,1,0.739692805,0.793566204
19,동대문구,NE_GRID_0814,1133,0,18,126,18,59.63157895,110,0,4.104815862,0.457457829,0.69771529,0.456354432,0.592562652,0.740432778
17,성북구,NE_GRID_0815,588,0,18,126,18,30.94736842,110,0,3.464089812,0.352003613,0.69771529,0.456354432,0.151980598,0.728881828
17,성북구,NE_GRID_0816,896,0,10,70,10,81.45454545,80,0,4.412247177,0.508056565,0.651036141,0.557265358,0.400970089,0.67360359
17,성북구,NE_GRID_0817,1489,0,2,6,2,496.3333333,28,0,6.209260492,0.803818897,0.498863727,0.797158064,0.880355699,0.560104185
17,성북구,NE_GRID_0818,984,0,0,0,0,984,100,0,6.892641641,0.916293524,0.683728528,1,0.472109943,0.687719779
17,성북구,NE_GRID_0819,647,0,36,252,36,17.48648649,46,0,2.917040005,0.261967148,0.570398052,0.333299303,0.199676637,0.630994064
17,성북구,NE_GRID_0820,968,1,1,57,2,322.6666667,160,0,5.77971418,0.733121803,0.75280832,0.797158064,0.459175424,0.773487457
17,성북구,NE_GRID_0821,588,0,63,441,63,9.1875,170,0,2.321161479,0.163894184,0.761735699,0.232125926,0.151980598,0.767507307
17,성북구,NE_GRID_0822,984,0,10,70,10,89.45454545,20,0,4.504847464,0.52329723,0.451044959,0.557265358,0.472109943,0.507042044
16,강북구,NE_GRID_0823,1151,0,10,70,10,104.6363636,20,0,4.660002665,0.548833526,0.451044959,0.557265358,0.607113985,0.495590889
17,성북구,NE_GRID_0824,744,0,0,0,0,744,81,0,6.613384218,0.870331802,0.652853951,1,0.278092158,0.665385812
16,강북구,NE_GRID_0825,1151,0,0,0,0,1151,81,0,7.049254841,0.942069785,0.652853951,1,0.607113985,0.681481201
16,강북구,NE_GRID_0826,986,0,0,0,0,986,58,0,6.894670039,0.916627369,0.604085779,1,0.473726758,0.587717265
16,강북구,NE_GRID_0830,986,0,22,130,22,42.86956522,156,0,3.781220804,0.404198776,0.749081088,0.421079008,0.473726758,0.743797598
16,강북구,NE_GRID_0831,986,0,14,98,14,65.73333333,85,0,4.200704578,0.473239721,0.65991003,0.5,0.473726758,0.700201888
16,강북구,NE_GRID_0832,600,2,2,214,4,120,69,0,4.795790546,0.571182242,0.629413118,0.702841936,0.161681487,0.665164699
15,도봉구,NE_GRID_0833,972,2,2,214,4,194.4,69,0,5.27504874,0.65006119,0.629413118,0.702841936,0.462409054,0.674542869
16,강북구,NE_GRID_0834,1017,0,0,0,0,1017,156,0,6.925595197,0.921717201,0.749081088,1,0.498787389,0.775227251
15,도봉구,NE_GRID_0835,728,0,0,0,0,728,156,0,6.591673732,0.86675857,0.749081088,1,0.265157639,0.804528146
15,도봉구,NE_GRID_0836,714,0,1,7,1,357,458,0,5.880532986,0.749715117,0.908016694,0.872020988,0.253839935,0.92909263
15,도봉구,NE_GRID_0837,1151,1,20,140,21,52.31818182,254,0,3.976277395,0.436302262,0.820936301,0.429286346,0.607113985,0.871854577
15,도봉구,NE_GRID_0838,728,2,0,200,2,242.6666667,243,0,5.495801171,0.686393839,0.814403594,0.797158064,0.265157639,0.848655154
15,도봉구,NE_GRID_0839,1016,1,3,71,4,203.2,140,0,5.319099906,0.657311373,0.733157087,0.702841936,0.497978981,0.774100119
15,도봉구,NE_GRID_0840,740,0,0,0,0,740,98,0,6.608000625,0.86944574,0.680765436,1,0.274858529,0.722242594
15,도봉구,NE_GRID_0841,1064,9,10,1020,19,53.2,103,0,3.992680908,0.439002042,0.688064925,0.446883911,0.536782538,0.740818167
15,도봉구,NE_GRID_0842,847,1,7,141,8,94.11111111,328,0,4.555045799,0.531559148,0.858683975,0.594316129,0.361358124,0.874196029
15,도봉구,NE_GRID_0843,972,3,3,321,6,138.8571429,162,0,4.940621493,0.595019315,0.754637352,0.64071749,0.462409054,0.811325348
15,도봉구,NE_GRID_0844,714,0,8,56,8,79.33333333,250,0,4.386184645,0.503767051,0.818593965,0.594316129,0.253839935,0.850809571
15,도봉구,NE_GRID_0845,1064,0,6,42,6,152,201,0,5.030437921,0.609801797,0.786418046,0.64071749,0.536782538,0.823110245
15,도봉구,NE_GRID_0846,816,6,0,600,6,116.5714286,125,0,4.767046052,0.566451315,0.716493512,0.64071749,0.336297494,0.735693488
15,도봉구,NE_GRID_0847,1064,0,0,0,0,1064,24,0,6.970730078,0.929145748,0.476875354,1,0.536782538,0.476580023
15,도봉구,NE_GRID_0849,677,0,0,0,0,677,9,0,6.519147288,0.854821769,0.341127195,1,0.22392886,0.287012314
21,성동구,NE_GRID_0854,582,0,0,0,0,582,0,0,6.368187186,0.829975926,0,1,0.147130154,0.025076625
21,성동구,NE_GRID_0857,577,4,0,300,4,115.4,0,0,4.757032535,0.564803235,0,0.702841936,0.143088116,0.010799914
21,성동구,NE_GRID_0858,577,0,0,0,0,577,1,0,6.359573869,0.828558299,0.102689518,1,0.143088116,0.170993858
21,성동구,NE_GRID_0859,640,0,0,0,0,640,227,0,6.463029457,0.845585588,0.8043557,1,0.194017785,0.753069495
21,성동구,NE_GRID_0860,573,11,3,563,14,38.2,66,0,3.668676747,0.385675656,0.622923775,0.5,0.139854487,0.619500411
21,성동구,NE_GRID_0861,577,0,0,0,0,577,1,0,6.359573869,0.828558299,0.102689518,1,0.143088116,0.211566556
21,성동구,NE_GRID_0862,909,0,0,0,0,909,45,0,6.8134446,0.903258839,0.567211915,1,0.411479386,0.5696208
21,성동구,NE_GRID_0863,643,0,26,315,26,23.81481481,187,0,3.211440846,0.310421257,0.775777088,0.391474193,0.196443007,0.798206989
21,성동구,NE_GRID_0864,658,0,4,28,4,131.6,246,0,4.887337078,0.586249473,0.816214,0.702841936,0.208569119,0.847495677
21,성동구,NE_GRID_0865,573,0,11,77,11,47.75,160,0,3.886705197,0.421559977,0.75280832,0.54120004,0.139854487,0.789511512
21,성동구,NE_GRID_0866,400,0,0,0,0,400,90,0,5.993961427,0.768383793,0.668282295,1,0,0.72090321
21,성동구,NE_GRID_0867,1008,3,105,621,108,9.247706422,163,0,2.327053917,0.164863994,0.755543469,0.133814454,0.491511722,0.785432015
19,동대문구,NE_GRID_0868,701,3,105,621,108,6.431192661,163,0,2.005686365,0.111971556,0.755543469,0.133814454,0.243330639,0.779947876
19,동대문구,NE_GRID_0869,970,0,0,0,0,970,63,0,6.878326468,0.913937454,0.616137108,1,0.460792239,0.674285828
19,동대문구,NE_GRID_0870,995,0,0,0,0,995,134,0,6.903747258,0.918121347,0.726714782,1,0.481002425,0.765308422
19,동대문구,NE_GRID_0871,1016,0,13,91,13,72.57142857,303,0,4.298256752,0.489295394,0.846975701,0.512738477,0.497978981,0.87038257
19,동대문구,NE_GRID_0872,708,0,0,0,0,708,184,0,6.563855527,0.862180097,0.773393932,1,0.248989491,0.817325519
19,동대문구,NE_GRID_0873,1562,0,0,0,0,1562,144,0,7.35436233,0.992286053,0.737301403,1,0.939369442,0.771438815
19,동대문구,NE_GRID_0874,995,0,0,0,0,995,87,0,6.903747258,0.918121347,0.663315919,1,0.481002425,0.705394183
17,성북구,NE_GRID_0875,838,0,0,0,0,838,87,0,6.732210706,0.889888918,0.663315919,1,0.354082458,0.688804943
19,동대문구,NE_GRID_0876,1115,0,2,14,2,371.6666667,49,0,5.920684365,0.756323451,0.579564872,0.797158064,0.578011318,0.618339785
17,성북구,NE_GRID_0877,647,0,2,14,2,215.6666667,49,0,5.378360074,0.667064738,0.579564872,0.797158064,0.199676637,0.559378391
17,성북구,NE_GRID_0878,1315,0,0,0,0,1315,1,0,7.182352112,0.963975666,0.102689518,1,0.739692805,0.196206562
17,성북구,NE_GRID_0879,896,1,37,309,38,22.97435897,22,0,3.176984883,0.304750306,0.464522397,0.323579444,0.400970089,0.472911065
17,성북구,NE_GRID_0880,895,5,42,1047,47,18.64583333,96,0,2.977865272,0.271978105,0.677741868,0.285242015,0.400161681,0.711512245
17,성북구,NE_GRID_0881,912,0,19,133,19,45.6,376,0,3.841600541,0.414136405,0.878860098,0.446883911,0.413904608,0.878800479
17,성북구,NE_GRID_0882,838,0,10,70,10,76.18181818,78,0,4.346163914,0.497180219,0.647332206,0.557265358,0.354082458,0.677036985
17,성북구,NE_GRID_0884,895,0,0,0,0,895,43,0,6.797940413,0.900707075,0.560626401,1,0.400161681,0.570616981
16,강북구,NE_GRID_0885,1161,0,0,0,0,1161,43,0,7.057897937,0.943492313,0.560626401,1,0.61519806,0.611821464
16,강북구,NE_GRID_0886,701,2,3,221,5,116.8333333,182,0,4.769271197,0.566817541,0.771783594,0.669179052,0.243330639,0.748277149
16,강북구,NE_GRID_0890,986,4,4,508,8,109.5555556,120,0,4.70551816,0.556324716,0.710494731,0.594316129,0.473726758,0.692763987
16,강북구,NE_GRID_0891,628,0,0,0,0,628,36,0,6.444131257,0.842475219,0.534956255,1,0.184316896,0.581077987
15,도봉구,NE_GRID_0892,728,0,0,0,0,728,36,0,6.591673732,0.86675857,0.534956255,1,0.265157639,0.585815788
16,강북구,NE_GRID_0893,600,14,14,2880,28,20.68965517,163,0,3.076835427,0.288267157,0.755543469,0.37828039,0.161681487,0.77141004
15,도봉구,NE_GRID_0894,1016,14,14,2880,28,35.03448276,163,0,3.584476334,0.371817489,0.755543469,0.37828039,0.497978981,0.788943017
15,도봉구,NE_GRID_0895,816,0,0,0,0,816,113,0,6.705639095,0.885515616,0.701666182,1,0.336297494,0.744149909
15,도봉구,NE_GRID_0896,714,1,15,205,16,42,117,0,3.761200116,0.400903661,0.706775297,0.476890542,0.253839935,0.733249763
15,도봉구,NE_GRID_0897,964,0,1,7,1,482,63,0,6.180016654,0.799005785,0.616137108,0.872020988,0.455941795,0.647672013
15,도봉구,NE_GRID_0898,714,0,2,14,2,238,33,0,5.476463552,0.683211147,0.522429107,0.797158064,0.253839935,0.551789446
15,도봉구,NE_GRID_0899,1064,2,0,200,2,354.6666667,20,0,5.873993963,0.748638888,0.451044959,0.797158064,0.536782538,0.488916407
15,도봉구,NE_GRID_0900,1064,0,0,0,0,1064,32,0,6.970730078,0.929145748,0.518006401,1,0.536782538,0.563471876
15,도봉구,NE_GRID_0901,677,0,31,217,31,21.15625,171,0,3.098119624,0.291770228,0.762599548,0.360104938,0.22392886,0.774482384
15,도봉구,NE_GRID_0902,714,0,20,140,20,34,152,0,3.555348061,0.367023398,0.745257659,0.437875554,0.253839935,0.785513363
15,도봉구,NE_GRID_0903,972,0,4,28,4,194.4,151,0,5.27504874,0.65006119,0.744286183,0.702841936,0.462409054,0.786833359
15,도봉구,NE_GRID_0904,677,0,3,21,3,169.25,195,0,5.137267945,0.62738447,0.781950883,0.744041975,0.22392886,0.827543853
15,도봉구,NE_GRID_0905,1151,0,1,7,1,575.5,351,0,6.35697534,0.828130619,0.868694955,0.872020988,0.607113985,0.901361807
15,도봉구,NE_GRID_0906,1064,0,0,0,0,1064,287,0,6.970730078,0.929145748,0.83896566,1,0.536782538,0.876602701
15,도봉구,NE_GRID_0907,847,0,0,0,0,847,162,0,6.742880636,0.891645034,0.754637352,1,0.361358124,0.777638599
15,도봉구,NE_GRID_0908,728,2,2,214,4,145.6,32,0,4.987707789,0.602769037,0.518006401,0.702841936,0.265157639,0.579502646
15,도봉구,NE_GRID_0909,816,2,6,442,8,90.66666667,61,0,4.518158809,0.525488084,0.611433549,0.594316129,0.336297494,0.632711424
15,도봉구,NE_GRID_0911,1016,0,0,0,0,1016,79,0,6.924612396,0.921555446,0.649195749,1,0.497978981,0.681442474
15,도봉구,NE_GRID_0912,964,4,3,821,7,120.5,97,0,4.799914263,0.571860946,0.679261365,0.616062963,0.455941795,0.684817518
15,도봉구,NE_GRID_0913,728,42,0,5040,42,16.93023256,17,0,2.886488258,0.256938774,0.428207588,0.305551996,0.265157639,0.45963434
15,도봉구,NE_GRID_0914,728,0,0,0,0,728,5,0,6.591673732,0.86675857,0.265448553,1,0.265157639,0.268373824
21,성동구,NE_GRID_0918,400,0,43,261,43,9.090909091,72,0,2.311634929,0.162326252,0.6356301,0.301307333,0,0.644549562
21,성동구,NE_GRID_0919,1008,5,88,1266,93,10.72340426,190,0,2.461587207,0.187006223,0.778122514,0.161150192,0.491511722,0.815498245
21,성동구,NE_GRID_0920,400,5,52,718,57,6.896551724,415,0,2.066426174,0.121968447,0.893443961,0.250301378,0,0.919946935
21,성동구,NE_GRID_0921,1008,2,29,291,31,31.5,255,0,3.481240089,0.3548263,0.821516144,0.360104938,0.491511722,0.857066643
21,성동구,NE_GRID_0922,1008,0,6,38,6,144,100,0,4.976733742,0.600962868,0.683728528,0.64071749,0.491511722,0.661664231
21,성동구,NE_GRID_0923,410,0,0,0,0,410,0,0,6.018593214,0.772437828,0,1,0.008084074,0.106143033
21,성동구,NE_GRID_0924,527,0,0,0,0,527,8,0,6.269096284,0.813667,0.32551807,1,0.102667745,0.332115917
21,성동구,NE_GRID_0925,643,1,2,64,3,160.75,41,0,5.086051933,0.618955057,0.553734477,0.744041975,0.196443007,0.553121452
21,성동구,NE_GRID_0926,577,1,10,120,11,48.08333333,29,0,3.893519534,0.422681518,0.50388623,0.54120004,0.143088116,0.563272095
21,성동구,NE_GRID_0927,1008,0,9,63,9,100.8,181,0,4.623010104,0.542745087,0.770971813,0.574862923,0.491511722,0.742781424
21,성동구,NE_GRID_0928,582,0,6,42,6,83.14285714,13,0,4.432516035,0.511392525,0.390975442,0.64071749,0.147130154,0.451155507
19,동대문구,NE_GRID_0929,736,0,6,42,6,105.1428571,13,0,4.664785896,0.549620776,0.390975442,0.64071749,0.271624899,0.424071539
19,동대문구,NE_GRID_0930,1115,0,38,170,38,28.58974359,31,0,3.387427801,0.339386158,0.51344759,0.323579444,0.578011318,0.538628929
